,lat,lon,timestamp,amenity,name,tags
0,49.2628054,-123.114648,2020-03-13T05:41:17.000-07:00,living_stroage,Broadway-City Hall Station Bay 2,"{'wheelchair': 'yes', 'image': 'https://www.flickr.com/photos/147207837@N04/33444735648/in/dateposted-public/', 'bus': 'yes', 'backrest': 'yes', 'shelter': 'yes', 'notes': 'covered, paved', 'description': 'Bench is at a bus stop so back rest is the glass structure of the stop', 'public_transport': 'platform', 'seats': '3', 'operator': 'Coast Mountain Bus Company', 'network': 'Translink', 'tactile_paving': 'no', 'colour': 'brown, grey', 'ref': '61027', 'material': 'wood,_metal', 'highway': 'bus_stop'}"
1,49.2686976,-123.1342568,2013-01-20T03:38:21.000-08:00,living_stroage,Trans Canada Trail Pavillion,{'tourism': 'information'}
2,49.2639792,-123.1673497,2020-06-23T00:31:37.000-07:00,living_stroage,Bus Stop #50319,"{'wheelchair': 'yes', 'image': 'https://www.flickr.com/photos/164561300@N04/47279540642/in/dateposted-public/', 'note': 'Material: wood/metal/glass, no arm rest, Ground: paved concrete', 'backrest': 'yes', 'fixme': ""These shops need better aligning to the buildings so that they're in the right buildings"", 'ele': 'slight slope'}"
3,49.2681056,-123.1570437,2019-03-29T23:25:17.000-07:00,living_stroage,4th & Vine (T),"{'wheelchair': 'no', 'note': 'Bus stop bench', 'website': 'https://flic.kr/p/2fhkxTw', 'backrest': 'no'}"
4,49.2680836,-123.155418,2019-03-29T22:32:05.000-07:00,living_stroage,4th & Yew (T),"{'wheelchair': 'no', 'website': 'https://flic.kr/p/2fhkK9Y', 'backrest': 'yes'}"
5,49.2680476,-123.1525273,2019-03-29T22:41:46.000-07:00,living_stroage,4th & Arbutus #2 (T),"{'wheelchair': 'no', 'website': 'https://flic.kr/p/TdMfn5', 'backrest': 'no'}"
6,49.268226,-123.1530995,2019-03-29T22:39:14.000-07:00,living_stroage,4th & Arbutus (T),"{'wheelchair': 'no', 'website': 'https://flic.kr/p/2fn2ATp', 'backrest': 'yes'}"
7,49.267948,-123.1504847,2019-03-29T22:45:48.000-07:00,living_stroage,4th & Maple (T),"{'wheelchair': 'no', 'website': 'https://flic.kr/p/24KspJi', 'backrest': 'no'}"
8,49.2681929,-123.1500558,2019-03-29T22:49:11.000-07:00,living_stroage,4th & Maple #2 (T),"{'wheelchair': 'no', 'note': 'Outside of restaurant', 'website': 'https://flic.kr/p/2fn2QZR', 'backrest': 'no'}"
9,49.2681992,-123.1478685,2019-03-29T22:53:16.000-07:00,living_stroage,4th & Cypress (T),"{'wheelchair': 'no', 'website': 'https://flic.kr/p/RADvnK', 'backrest': 'no'}"
10,49.2679457,-123.1452209,2019-03-30T00:03:52.000-07:00,living_stroage,4th & Burrard (T),"{'wheelchair': 'no', 'image': 'https://flic.kr/p/2fhmpDJ', 'note': 'Bus stop waiting bench', 'website': 'https://flic.kr/p/2fhmpDJ', 'backrest': 'yes (glass back panels)'}"
11,49.2620334,-123.1219015,2019-03-31T13:03:51.000-07:00,living_stroage,Park Bench,"{'image': 'https://flic.kr/p/2fkgXr2', 'note': '3 other benches next to it', 'backrest': 'yes', 'material': 'wood', 'seats': '2'}"
12,49.262331,-123.1253638,2019-03-27T02:32:15.000-07:00,living_stroage,Wood Bench,"{'note': ' public', 'photo': 'https://flic.kr/p/2dWoHNM', 'backrest': 'yes', 'seats': '3', 'ele': 'no'}"
13,49.2621367,-123.1218536,2019-03-31T13:03:51.000-07:00,living_stroage,Park Bench,"{'image': 'https://flic.kr/p/2fkgXr2', 'note': '3 other benches next to it', 'backrest': 'yes', 'material': 'wood', 'seats': '2'}"
14,49.2622334,-123.1218434,2019-03-31T13:03:51.000-07:00,living_stroage,Park Bench,"{'image': 'https://flic.kr/p/2fkgXPX', 'note': '4 other benches next to it', 'backrest': 'yes', 'material': 'wood', 'seats': '2'}"
15,49.2623599,-123.1253482,2019-03-27T02:32:15.000-07:00,living_stroage,Wood Bench,"{'note': ' public,', 'photo': 'https://flic.kr/p/2eemJtA', 'backrest': 'yes', 'seats': '3', 'ele': 'no'}"
16,49.2623768,-123.1260634,2019-03-31T13:03:52.000-07:00,living_stroage,Wood Bench,"{'image': 'https://flic.kr/p/Tc42F3', 'note': 'hospital area, 5 other benches nearby', 'colour': 'brown', 'backrest': 'yes', 'material': 'wood', 'seats': '10'}"
17,49.2660594,-123.255986,2019-03-08T19:57:39.000-08:00,living_stroage,Geography Building Bench,"{'wheelchair': 'limited', 'backrest': 'no'}"
18,49.2641616,-123.1619123,2019-03-10T00:29:39.000-08:00,living_stroage,Larchway Apartments Bench 2,"{'wheelchair': 'no', 'image': 'https://www.flickr.com/photos/164561300@N04/47279540082/in/dateposted-public/', 'note': 'Material: wood/metal/, Road: paved concrete; arm rest', 'backrest': 'yes'}"
19,49.2635595,-123.1576369,2019-03-10T00:29:39.000-08:00,living_stroage,Swirly Bench,"{'wheelchair': 'no', 'image': 'https://www.flickr.com/photos/164561300@N04/47279540742/in/dateposted-public/', 'note': 'Material: metal, no arm rest, paved concrete, wave shaped', 'backrest': 'no'}"
20,49.263955,-123.1554945,2019-03-10T00:29:40.000-08:00,living_stroage,Bus Stop #50561,"{'wheelchair': 'yes', 'image': 'https://www.flickr.com/photos/164561300@N04/47279539852/in/dateposted-public/', 'note': 'Material: wood/metal/glass, no arm rest, Ground: paved concrete', 'backrest': 'yes'}"
21,49.2639088,-123.1643045,2020-06-23T00:31:37.000-07:00,living_stroage,Bus Stop #50320,"{'wheelchair': 'yes', 'image': 'https://www.flickr.com/photos/164561300@N04/47279540272/in/dateposted-public/', 'note': 'Material: wood/metal/glass, no arm rest, Ground: paved concrete', 'backrest': 'yes'}"
22,49.2642379,-123.166751,2019-03-10T00:29:38.000-08:00,living_stroage,Safeway Bench 3,"{'wheelchair': 'yes', 'image': 'https://www.flickr.com/photos/164561300@N04/47279540422/in/dateposted-public/', 'note': 'Material: metal, no arm rest, paved concrete, circular', 'backrest': 'yes'}"
23,49.2637182,-123.1532687,2019-03-10T00:29:40.000-08:00,living_stroage,Bus Stop #50323,"{'wheelchair': 'yes', 'image': 'https://www.flickr.com/photos/164561300@N04/47332102221/in/dateposted-public/', 'note': 'Material: wood/metal/, Road: paved concrete; No arm rest', 'backrest': 'yes'}"
24,49.2640797,-123.1634906,2019-03-10T00:29:39.000-08:00,living_stroage,Kid’s Book Bench,"{'wheelchair': 'yes', 'image': 'https://www.flickr.com/photos/164561300@N04/47279539742/in/dateposted-public/', 'note': 'Material: wood/metal/, Road: paved concrete; no arm rest', 'backrest': 'no'}"
25,49.264065,-123.1603154,2019-03-10T00:29:39.000-08:00,living_stroage,Bus Stop #50562,"{'wheelchair': 'yes', 'image': 'https://www.flickr.com/photos/164561300@N04/47332102381/in/dateposted-public/', 'note': 'Material: wood/metal/glass, no arm rest, Ground: paved concrete', 'backrest': 'yes'}"
26,49.2638904,-123.1620304,2020-06-23T00:31:37.000-07:00,living_stroage,Bus Stop #50321,"{'wheelchair': 'yes', 'image': 'https://www.flickr.com/photos/164561300@N04/47279540392/in/dateposted-public/', 'note': 'Material: wood/metal/glass, no arm rest, Ground: paved concrete', 'backrest': 'yes'}"
27,49.2641719,-123.1674324,2019-03-10T00:29:38.000-08:00,living_stroage,Bus Stop #52095,"{'wheelchair': 'limited', 'image': 'https://www.flickr.com/photos/164561300@N04/47279539962/in/dateposted-public/', 'note': 'Material: wood/metal, Road: paved concrete; No arm rest', 'backrest': 'yes', 'ele': 'steep slope'}"
28,49.2659496,-123.2559124,2019-03-08T21:46:19.000-08:00,living_stroage,2002 Graduating Class Bench,"{'wheelchair': 'limited', 'note': 'Material: Wood; Arm rest, Ground: paved/concrete', 'backrest': 'yes'}"
29,49.2642599,-123.1666464,2019-03-10T00:29:39.000-08:00,living_stroage,Safeway Bench 1,"{'wheelchair': 'limited', 'image': 'https://www.flickr.com/photos/164561300@N04/47332102571/in/dateposted-public/', 'note': 'Material: wood/metal/stone, Road: paved concrete; no arm rest', 'backrest': 'yes'}"
30,49.2634995,-123.1576319,2019-03-10T00:29:40.000-08:00,living_stroage,Metal Bench,"{'wheelchair': 'limited', 'image': 'https://www.flickr.com/photos/164561300@N04/47279539792/in/dateposted-public/', 'note': 'Material: metal, no arm rest, paved concrete', 'backrest': 'no'}"
31,49.2637417,-123.1575062,2019-03-10T00:29:39.000-08:00,living_stroage,Swirly Bench,"{'wheelchair': 'limited', 'image': 'https://www.flickr.com/photos/164561300@N04/47279540182/in/dateposted-public/', 'note': 'Material: Wood/metal, plastic lining, no arm rest, paved concrete', 'backrest': 'no', 'ele': 'slight slope'}"
32,49.2643893,-123.1681685,2020-06-23T00:31:37.000-07:00,living_stroage,Bus Stop #50060,"{'wheelchair': 'yes', 'image': 'https://www.flickr.com/photos/164561300@N04/47332102331/in/dateposted-public/', 'note': 'Material: wood/metal/glass, no arm rest, Ground: paved concrete', 'backrest': 'yes'}"
33,49.2639361,-123.1535112,2019-03-10T00:29:40.000-08:00,living_stroage,Bus Stop #50560,"{'wheelchair': 'yes', 'image': 'https://www.flickr.com/photos/164561300@N04/47279540572/in/dateposted-public/', 'note': 'Material: wood/metal/glass, no arm rest, Ground: paved concrete', 'backrest': 'yes'}"
34,49.2639817,-123.1677737,2019-03-10T00:29:38.000-08:00,living_stroage,Bench In Front Of Uncle Fatih’s Pizza,"{'wheelchair': 'limited', 'image': 'https://www.flickr.com/photos/164561300@N04/47279540332/in/dateposted-public/', 'note': 'Material: wood/metal/plastic, Road: paved concrete; No arm rest,', 'backrest': 'yes', 'ele': 'slight slope'}"
35,49.2641515,-123.1666726,2019-03-10T00:29:39.000-08:00,living_stroage,Safeway Bench 2,"{'wheelchair': 'yes', 'image': 'https://www.flickr.com/photos/164561300@N04/47279539392/in/dateposted-public/', 'note': 'Material: wood/metal/stone, Road: paved concrete; no arm rest', 'backrest': 'yes', 'ele': 'slight slope'}"
